date,s1
1980-10-01,-4.695767356354099e-17
1980-10-02,-9.385458574800628e-17
1980-10-03,6.159999847412109
1980-10-04,14.518944740295412
1980-10-05,14.536291122436525
1980-10-06,14.515357017517088
1980-10-07,14.491908073425293
1980-10-08,14.468587875366211
1980-10-09,14.441064834594727
1980-10-10,14.423765182495117
1980-10-11,18.48173713684082
1980-10-12,20.10309791564941
1980-10-13,22.088270187377926
1980-10-14,22.56431770324707
1980-10-15,22.538946151733402
1980-10-16,22.506027221679688
1980-10-17,22.45688819885254
1980-10-18,24.07229995727539
1980-10-19,28.397607803344734
1980-10-20,28.354398727416992
1980-10-21,29.233264923095707
1980-10-22,29.198989868164062
1980-10-23,29.170934677124027
1980-10-24,29.13218307495117
1980-10-25,29.10692596435547
1980-10-26,90.89949035644531
1980-10-27,90.80892944335936
1980-10-28,92.54025268554688
1980-10-29,93.82357025146483
1980-10-30,93.73860168457031
1980-10-31,93.6455078125
1980-11-01,93.55076599121091
1980-11-02,94.14183807373045
1980-11-03,94.06523132324216
1980-11-04,93.99344635009764
1980-11-05,94.3134765625
1980-11-06,94.23530578613281
1980-11-07,94.28490447998048
1980-11-08,94.16719818115233
1980-11-09,94.08911132812499
1980-11-10,103.53900909423827
1980-11-11,103.47503662109376
1980-11-12,103.41452026367188
1980-11-13,103.33639526367188
1980-11-14,103.62234497070311
1980-11-15,103.53099822998048
1980-11-16,103.46651458740234
1980-11-17,103.41351318359375
1980-11-18,103.35441589355469
1980-11-19,103.29367065429689
1980-11-20,103.22587585449217
1980-11-21,103.16050720214845
1980-11-22,103.08619689941406
1980-11-23,103.00991821289062
1980-11-24,111.50423431396483
1980-11-25,134.7809753417969
1980-11-26,134.69671630859378
1980-11-27,134.61152648925778
1980-11-28,140.83016967773438
1980-11-29,150.05879211425778
1980-11-30,149.94767761230466
1980-12-01,151.2993621826172
1980-12-02,160.02175903320315
1980-12-03,163.56724548339844
1980-12-04,163.50946044921878
1980-12-05,163.44279479980466
1980-12-06,163.36688232421875
1980-12-07,163.26475524902344
1980-12-08,166.41606140136716
1980-12-09,179.67718505859378
1980-12-10,183.6167907714844
1980-12-11,183.54423522949216
1980-12-12,183.48081970214847
1980-12-13,183.38185119628903
1980-12-14,183.29627990722656
1980-12-15,183.23863220214847
1980-12-16,183.16189575195312
1980-12-17,183.09495544433597
1980-12-18,183.03363037109372
1980-12-19,182.94299316406247
1980-12-20,182.90040588378906
1980-12-21,182.85891723632807
1980-12-22,182.81016540527344
1980-12-23,182.7401428222656
1980-12-24,182.64764404296878
1980-12-25,182.61289978027344
1980-12-26,182.58203125
1980-12-27,182.52806091308597
1980-12-28,182.45277404785156
1980-12-29,182.3275146484375
1980-12-30,182.20220947265625
1980-12-31,182.0770721435547
1981-01-01,182.02330017089844
1981-01-02,181.952880859375
1981-01-03,181.90637207031247
1981-01-04,181.88049316406247
1981-01-05,181.85340881347656
1981-01-06,181.7993011474609
1981-01-07,181.7154541015625
1981-01-08,181.65478515624997
1981-01-09,181.61300659179688
1981-01-10,181.5628967285156
1981-01-11,181.5261688232422
1981-01-12,181.49964904785156
1981-01-13,181.47256469726562
1981-01-14,181.4326629638672
1981-01-15,181.3740539550781
1981-01-16,181.29708862304688
1981-01-17,181.23231506347653
1981-01-18,181.18048095703122
1981-01-19,181.09210205078122
1981-01-20,180.98194885253903
1981-01-21,180.9091644287109
1981-01-22,180.83067321777344
1981-01-23,180.7276611328125
1981-01-24,180.62800598144528
1981-01-25,180.558837890625
1981-01-26,180.44969177246094
1981-01-27,180.89199829101562
1981-01-28,180.7713623046875
1981-01-29,180.67727661132804
1981-01-30,180.61373901367188
1981-01-31,180.55067443847653
1981-02-01,180.47375488281247
1981-02-02,209.00592041015625
1981-02-03,208.89952087402344
1981-02-04,208.84913635253903
1981-02-05,208.80279541015625
1981-02-06,208.74240112304688
1981-02-07,208.63400268554688
1981-02-08,208.488525390625
1981-02-09,208.3608245849609
1981-02-10,208.26521301269528
1981-02-11,223.25506591796878
1981-02-12,223.09848022460932
1981-02-13,223.0292053222656
1981-02-14,222.9128112792969
1981-02-15,222.77363586425778
1981-02-16,222.59396362304688
1981-02-17,233.17108154296878
1981-02-18,246.85047912597656
1981-02-19,262.6241760253906
1981-02-20,300.98416137695307
1981-02-21,354.4972229003907
1981-02-22,373.60437011718756
1981-02-23,376.8352966308594
1981-02-24,398.51733398437506
1981-02-25,398.0586242675781
1981-02-26,403.488525390625
1981-02-27,403.18072509765625
1981-02-28,402.83892822265625
1981-03-01,402.4550476074219
1981-03-02,402.1040649414063
1981-03-03,401.84045410156244
1981-03-04,401.6274719238281
1981-03-05,401.3594055175781
1981-03-06,401.0970764160156
1981-03-07,400.81198120117193
1981-03-08,401.055908203125
1981-03-09,400.6643981933594
1981-03-10,400.28521728515625
1981-03-11,399.9088745117188
1981-03-12,399.5671691894531
1981-03-13,401.13116455078136
1981-03-14,400.85757446289057
1981-03-15,400.5399169921875
1981-03-16,403.66213989257807
1981-03-17,403.4130554199219
1981-03-18,403.20596313476557
1981-03-19,402.99758911132807
1981-03-20,402.7803649902344
1981-03-21,402.50952148437506
1981-03-22,402.11859130859375
1981-03-23,401.7174682617188
1981-03-24,402.6596069335937
1981-03-25,404.5266723632813
1981-03-26,404.04025268554693
1981-03-27,406.70104980468744
1981-03-28,406.2018432617188
1981-03-29,405.4109497070313
1981-03-30,404.29388427734375
1981-03-31,408.3841552734375
1981-04-01,407.65454101562494
1981-04-02,425.3628845214844
1981-04-03,424.66616821289057
1981-04-04,423.43563842773443
1981-04-05,422.45599365234375
1981-04-06,427.9595947265625
1981-04-07,427.45901489257807
1981-04-08,426.66262817382807
1981-04-09,425.53857421875
1981-04-10,430.01773071289057
1981-04-11,429.10977172851557
1981-04-12,428.8356323242188
1981-04-13,428.0833740234375
1981-04-14,427.4036254882813
1981-04-15,440.21792602539057
1981-04-16,439.65814208984375
1981-04-17,439.2726745605469
1981-04-18,439.25430297851557
1981-04-19,438.55078125
1981-04-20,437.82022094726557
1981-04-21,437.3964538574218
1981-04-22,436.88372802734375
1981-04-23,436.1861267089844
1981-04-24,445.8255004882813
1981-04-25,447.8610534667969
1981-04-26,447.16119384765625
1981-04-27,446.2701721191406
1981-04-28,445.2859191894531
1981-04-29,452.20141601562494
1981-04-30,470.66845703125
1981-05-01,469.768798828125
1981-05-02,468.7942199707032
1981-05-03,467.81851196289057
1981-05-04,466.74169921875006
1981-05-05,465.4714660644531
1981-05-06,464.15438842773443
1981-05-07,464.35928344726557
1981-05-08,463.47949218750006
1981-05-09,462.46835327148443
1981-05-10,461.3485717773437
1981-05-11,468.4546813964844
1981-05-12,523.103271484375
1981-05-13,538.8778686523438
1981-05-14,537.6087036132812
1981-05-15,535.8485717773436
1981-05-16,546.0816040039064
1981-05-17,544.849609375
1981-05-18,543.8275756835938
1981-05-19,542.8140869140624
1981-05-20,541.5511474609375
1981-05-21,540.1791381835938
1981-05-22,538.4691772460938
1981-05-23,536.8649902343751
1981-05-24,535.250244140625
1981-05-25,533.2023315429689
1981-05-26,530.9172363281249
1981-05-27,530.0303955078125
1981-05-28,527.673583984375
1981-05-29,533.4157104492188
1981-05-30,534.6181640624999
1981-05-31,542.738525390625
1981-06-01,541.2216796875
1981-06-02,539.4932250976562
1981-06-03,542.0254516601562
1981-06-04,546.3944091796875
1981-06-05,544.145751953125
1981-06-06,546.4324340820314
1981-06-07,546.7314453124999
1981-06-08,545.2686157226562
1981-06-09,546.7417602539064
1981-06-10,550.44921875
1981-06-11,552.9407348632812
1981-06-12,551.1591186523438
1981-06-13,557.5618896484375
1981-06-14,574.3059082031249
1981-06-15,586.05419921875
1981-06-16,602.6732177734375
1981-06-17,603.1784057617188
1981-06-18,601.0415039062499
1981-06-19,598.5941772460939
1981-06-20,595.7755737304689
1981-06-21,597.7364501953125
1981-06-22,606.055419921875
1981-06-23,612.8096313476561
1981-06-24,610.9086303710938
1981-06-25,608.4226684570312
1981-06-26,612.3562622070312
1981-06-27,610.6023559570314
1981-06-28,608.513916015625
1981-06-29,606.2890014648438
1981-06-30,603.62158203125
1981-07-01,601.12548828125
1981-07-02,610.6968994140625
1981-07-03,629.3765258789064
1981-07-04,631.9830932617188
1981-07-05,651.7315673828125
1981-07-06,660.0560302734376
1981-07-07,656.51318359375
1981-07-08,652.90283203125
1981-07-09,649.0062866210938
1981-07-10,645.1820068359375
1981-07-11,642.2645874023439
1981-07-12,638.9334106445312
1981-07-13,635.5664672851562
1981-07-14,632.4345092773438
1981-07-15,630.0209960937501
1981-07-16,627.7535400390625
1981-07-17,625.1920776367188
1981-07-18,622.2987060546875
1981-07-19,619.4607543945314
1981-07-20,629.0714721679688
1981-07-21,651.632568359375
1981-07-22,652.6713867187499
1981-07-23,650.5673217773436
1981-07-24,648.4162597656249
1981-07-25,646.0999755859375
1981-07-26,643.5697021484375
1981-07-27,651.0009155273438
1981-07-28,648.8145141601562
1981-07-29,654.2091674804686
1981-07-30,652.0628051757812
1981-07-31,649.6401367187499
1981-08-01,647.007080078125
1981-08-02,644.1917114257812
1981-08-03,641.4433593750001
1981-08-04,647.366455078125
1981-08-05,647.7014770507812
1981-08-06,645.5438232421876
1981-08-07,643.2579956054688
1981-08-08,650.2044067382812
1981-08-09,651.590087890625
1981-08-10,648.7937622070312
1981-08-11,645.8472900390625
1981-08-12,645.50927734375
1981-08-13,643.13720703125
1981-08-14,640.7316284179688
1981-08-15,638.0908203125
1981-08-16,642.8539428710938
1981-08-17,641.0127563476561
1981-08-18,639.3571166992189
1981-08-19,637.4430541992188
1981-08-20,635.5727539062499
1981-08-21,633.524169921875
1981-08-22,631.2232666015625
1981-08-23,629.2572631835936
1981-08-24,627.1788330078125
1981-08-25,631.1701049804688
1981-08-26,629.213623046875
1981-08-27,627.1962890624999
1981-08-28,625.0997314453125
1981-08-29,624.1892700195312
1981-08-30,622.08740234375
1981-08-31,623.9049072265625
1981-09-01,623.8575439453125
1981-09-02,622.956787109375
1981-09-03,626.9329223632812
1981-09-04,631.4472045898436
1981-09-05,629.6267089843751
1981-09-06,627.7161865234376
1981-09-07,630.6124267578124
1981-09-08,629.8311157226562
1981-09-09,676.8172607421875
1981-09-10,675.4111938476562
1981-09-11,673.5277099609375
1981-09-12,671.5753173828125
1981-09-13,669.5242309570314
1981-09-14,667.3077392578125
1981-09-15,686.622314453125
1981-09-16,687.0420532226562
1981-09-17,686.3291625976561
1981-09-18,685.6774291992188
1981-09-19,687.0214233398436
1981-09-20,685.9148559570314
1981-09-21,685.087646484375
1981-09-22,684.5927124023439
1981-09-23,694.4342041015625
1981-09-24,703.8158569335938
1981-09-25,705.6628417968751
1981-09-26,703.8808593750001
1981-09-27,701.9393310546874
1981-09-28,711.2326049804688
1981-09-29,710.873046875
1981-09-30,709.6371459960936
1981-10-01,710.3760375976561
1981-10-02,722.7900390624999
1981-10-03,724.6356811523436
1981-10-04,723.2336425781249
1981-10-05,721.4890747070311
1981-10-06,719.6743774414064
1981-10-07,724.1663208007811
1981-10-08,725.829833984375
1981-10-09,724.7464599609375
1981-10-10,723.30517578125
1981-10-11,721.8804321289062
1981-10-12,720.4932250976562
1981-10-13,719.134033203125
1981-10-14,717.6560058593751
1981-10-15,716.1224975585938
1981-10-16,714.7152099609375
1981-10-17,713.4130249023438
1981-10-18,712.1199951171876
1981-10-19,720.9649658203125
1981-10-20,719.6637573242188
1981-10-21,718.1661987304689
1981-10-22,716.564697265625
1981-10-23,717.9666137695312
1981-10-24,734.2581787109375
1981-10-25,732.6738281249999
1981-10-26,740.8940429687501
1981-10-27,748.0894775390626
1981-10-28,765.4700317382811
1981-10-29,760.4478759765626
1981-10-30,756.2813720703125
1981-10-31,752.6911010742188
1981-11-01,749.4107055664062
1981-11-02,746.4343872070312
1981-11-03,743.7216186523438
1981-11-04,741.3665771484375
1981-11-05,739.1160888671875
1981-11-06,746.8872680664062
1981-11-07,750.7641601562499
1981-11-08,749.5501708984373
1981-11-09,746.78564453125
1981-11-10,744.4728393554688
1981-11-11,742.341552734375
1981-11-12,740.289794921875
1981-11-13,738.4861450195312
1981-11-14,736.664794921875
1981-11-15,742.3843383789062
1981-11-16,745.603271484375
1981-11-17,746.7792358398438
1981-11-18,749.226318359375
1981-11-19,746.5646362304686
1981-11-20,751.042724609375
1981-11-21,753.2702026367188
1981-11-22,750.579345703125
1981-11-23,748.0142822265626
1981-11-24,745.7188110351562
1981-11-25,743.7406005859374
1981-11-26,741.8688354492186
1981-11-27,741.6264648437502
1981-11-28,739.7310180664062
1981-11-29,738.0355834960938
1981-11-30,736.5235595703124
1981-12-01,735.1574096679686
1981-12-02,747.8297729492188
1981-12-03,746.0278930664062
1981-12-04,743.8594970703125
1981-12-05,741.8557739257811
1981-12-06,740.084716796875
1981-12-07,738.5054931640626
1981-12-08,736.8833618164062
1981-12-09,735.4348754882814
1981-12-10,734.173583984375
1981-12-11,732.9598999023436
1981-12-12,731.7340087890625
1981-12-13,730.5190429687501
1981-12-14,729.393310546875
1981-12-15,728.301025390625
1981-12-16,727.1916503906251
1981-12-17,726.1942749023436
1981-12-18,725.2554321289062
1981-12-19,724.4433593750001
1981-12-20,723.6817016601561
1981-12-21,722.93994140625
1981-12-22,722.1249389648436
1981-12-23,721.1798706054686
1981-12-24,720.12548828125
1981-12-25,719.1763305664062
1981-12-26,718.4066772460939
1981-12-27,717.5789184570312
1981-12-28,716.7357788085939
1981-12-29,716.856201171875
1981-12-30,716.0947875976561
1981-12-31,715.45703125
1982-01-01,714.7326049804688
1982-01-02,713.955322265625
1982-01-03,713.40234375
1982-01-04,712.6849365234376
1982-01-05,721.053466796875
1982-01-06,720.2290039062499
1982-01-07,719.384521484375
1982-01-08,718.6297607421875
1982-01-09,717.9876098632812
1982-01-10,717.4045410156249
1982-01-11,716.9094848632812
1982-01-12,716.4151611328125
1982-01-13,715.9095458984375
1982-01-14,715.3412475585938
1982-01-15,714.7077636718751
1982-01-16,714.1430053710939
1982-01-17,713.6221313476561
1982-01-18,713.1989135742188
1982-01-19,712.7372436523439
1982-01-20,712.1982421875
1982-01-21,711.612548828125
1982-01-22,711.1847534179688
1982-01-23,710.7093505859375
1982-01-24,710.1124877929688
1982-01-25,709.6129150390625
1982-01-26,709.1658935546875
1982-01-27,708.7545166015625
1982-01-28,708.2631225585939
1982-01-29,707.6334228515625
1982-01-30,707.0731811523439
1982-01-31,706.373779296875
1982-02-01,727.8487548828124
1982-02-02,726.8027954101561
1982-02-03,725.7711181640626
1982-02-04,739.4276123046875
1982-02-05,737.9028320312499
1982-02-06,736.3847656249999
1982-02-07,735.0739135742188
1982-02-08,733.7680053710939
1982-02-09,732.4629516601561
1982-02-10,731.2714233398436
1982-02-11,730.2356567382812
1982-02-12,729.2166748046875
1982-02-13,728.1790771484375
1982-02-14,727.1559448242188
1982-02-15,726.0882568359374
1982-02-16,724.738525390625
1982-02-17,723.6420288085939
1982-02-18,722.6467895507812
1982-02-19,721.6408081054688
1982-02-20,721.283935546875
1982-02-21,720.2257690429688
1982-02-22,719.2315673828125
1982-02-23,718.2777099609375
1982-02-24,717.4186401367189
1982-02-25,716.7317504882812
1982-02-26,716.0669555664062
1982-02-27,715.3575439453125
1982-02-28,714.6241455078125
1982-03-01,713.946044921875
1982-03-02,713.1954345703125
1982-03-03,712.5162963867189
1982-03-04,711.94482421875
1982-03-05,711.18212890625
1982-03-06,710.3861083984375
1982-03-07,709.6174926757812
1982-03-08,708.8716430664062
1982-03-09,708.3285522460939
1982-03-10,707.6537475585938
1982-03-11,706.8548583984375
1982-03-12,716.7504272460939
1982-03-13,718.6561279296875
1982-03-14,721.5272827148436
1982-03-15,720.34423828125
1982-03-16,719.2189331054689
1982-03-17,726.6083984375
1982-03-18,728.0731811523436
1982-03-19,731.3632202148436
1982-03-20,729.8011474609375
1982-03-21,733.6061401367188
1982-03-22,735.2612915039062
1982-03-23,734.4658813476561
1982-03-24,732.8080444335938
1982-03-25,737.6243896484375
1982-03-26,753.3931884765625
1982-03-27,750.4862060546875
1982-03-28,748.0269775390626
1982-03-29,745.6336669921875
1982-03-30,744.8428955078125
1982-03-31,763.3655395507812
1982-04-01,778.4189453124999
1982-04-02,769.5867919921875
1982-04-03,765.1466674804686
1982-04-04,773.0398559570311
1982-04-05,766.1881103515625
1982-04-06,761.0989379882814
1982-04-07,757.1923217773436
1982-04-08,753.8961181640626
1982-04-09,750.8610229492188
1982-04-10,748.0006103515625
1982-04-11,745.3477783203124
1982-04-12,744.7084350585938
1982-04-13,743.7838745117186
1982-04-14,746.5161743164062
1982-04-15,746.2550659179686
1982-04-16,761.1829223632812
1982-04-17,783.8841552734374
1982-04-18,809.5328369140625
1982-04-19,783.5311279296875
1982-04-20,794.5056762695311
1982-04-21,794.7127685546875
1982-04-22,777.396728515625
1982-04-23,774.1933593750001
1982-04-24,786.2135620117186
1982-04-25,798.1757202148436
1982-04-26,792.0958862304686
1982-04-27,781.2455444335938
1982-04-28,771.759521484375
1982-04-29,764.5100708007811
1982-04-30,758.8287963867188
1982-05-01,753.855712890625
1982-05-02,749.4813842773438
1982-05-03,746.033203125
1982-05-04,742.792724609375
1982-05-05,739.8621826171875
1982-05-06,736.7951049804686
1982-05-07,733.5836181640626
1982-05-08,730.3013916015626
1982-05-09,731.2340698242188
1982-05-10,729.00244140625
1982-05-11,726.6959228515625
1982-05-12,725.0388793945312
1982-05-13,722.1962280273436
1982-05-14,719.7926025390625
1982-05-15,717.4671630859376
1982-05-16,714.8864135742188
1982-05-17,712.2984008789064
1982-05-18,709.5831298828124
1982-05-19,706.8841552734376
1982-05-20,717.3633422851562
1982-05-21,725.6221923828124
1982-05-22,722.9954223632812
1982-05-23,730.9797973632812
1982-05-24,740.0313720703125
1982-05-25,740.1637573242188
1982-05-26,736.7402954101561
1982-05-27,733.2192382812499
1982-05-28,729.5872192382812
1982-05-29,736.3273925781249
1982-05-30,737.5398559570311
1982-05-31,736.6238403320311
1982-06-01,740.5990600585938
1982-06-02,748.6549682617189
1982-06-03,744.8404541015626
1982-06-04,746.4787597656249
1982-06-05,774.1401977539061
1982-06-06,815.6058349609375
1982-06-07,787.6336059570311
1982-06-08,772.2426147460938
1982-06-09,763.8497924804686
1982-06-10,757.3281860351561
1982-06-11,751.4691772460939
1982-06-12,748.4140014648436
1982-06-13,754.3264770507811
1982-06-14,767.9505615234375
1982-06-15,760.6756591796875
1982-06-16,756.3870239257811
1982-06-17,764.8159179687501
1982-06-18,757.9779663085938
1982-06-19,752.2106933593751
1982-06-20,750.4645996093749
1982-06-21,752.290771484375
1982-06-22,747.6537475585938
1982-06-23,762.6426391601561
1982-06-24,756.5401000976562
1982-06-25,751.39453125
1982-06-26,746.3892822265626
1982-06-27,743.6627807617188
1982-06-28,761.1871948242188
1982-06-29,780.0784912109375
1982-06-30,802.0264892578125
1982-07-01,772.2583618164062
1982-07-02,764.0230712890625
1982-07-03,757.2938842773438
1982-07-04,752.1181030273435
1982-07-05,747.5908813476561
1982-07-06,742.9179077148436
1982-07-07,738.288330078125
1982-07-08,733.6259765625
1982-07-09,729.4733276367188
1982-07-10,725.5189208984373
1982-07-11,721.3987426757811
1982-07-12,726.061279296875
1982-07-13,722.3707885742188
1982-07-14,718.9329223632812
1982-07-15,715.0526733398436
1982-07-16,711.0565185546875
1982-07-17,706.8610229492189
1982-07-18,702.4418334960938
1982-07-19,706.0918579101562
1982-07-20,712.5404663085938
1982-07-21,711.83984375
1982-07-22,708.8438720703125
1982-07-23,705.6234741210938
1982-07-24,702.6927490234376
1982-07-25,699.4917602539064
1982-07-26,696.1100463867189
1982-07-27,693.1012573242188
1982-07-28,715.1193847656249
1982-07-29,736.8314819335938
1982-07-30,733.2661132812499
1982-07-31,729.4311523437501
1982-08-01,726.9027709960938
1982-08-02,723.4476318359374
1982-08-03,726.0425415039062
1982-08-04,722.7059936523438
1982-08-05,719.1693115234376
1982-08-06,715.96630859375
1982-08-07,712.8448486328125
1982-08-08,709.5981445312501
1982-08-09,709.8466186523439
1982-08-10,707.9874267578124
1982-08-11,705.2601318359376
1982-08-12,703.0717163085938
1982-08-13,700.7577514648438
1982-08-14,698.58447265625
1982-08-15,696.1881713867189
1982-08-16,693.5238647460938
1982-08-17,690.8054809570314
1982-08-18,692.6294555664062
1982-08-19,690.52880859375
1982-08-20,688.6577758789064
1982-08-21,686.9448852539064
1982-08-22,685.3068237304689
1982-08-23,683.3982543945314
1982-08-24,685.5798950195312
1982-08-25,691.94921875
1982-08-26,700.5367431640625
1982-08-27,697.9234619140624
1982-08-28,695.8767700195312
1982-08-29,694.3380126953125
1982-08-30,692.6632080078125
1982-08-31,690.7112426757812
1982-09-01,695.6171875
1982-09-02,697.3514404296876
1982-09-03,701.4671630859376
1982-09-04,699.5233764648438
1982-09-05,697.665283203125
1982-09-06,695.5086669921875
1982-09-07,693.3961791992188
1982-09-08,691.5761108398438
1982-09-09,689.6631469726562
