date,et
1980-10-01,-2.8193924497464293e-20
1980-10-02,-6.450910178662568e-20
1980-10-03,-1.1180065884281032e-19
1980-10-04,-1.389658776198141e-19
1980-10-05,-1.845703481179085e-19
1980-10-06,-2.273406134940608e-19
1980-10-07,-2.9343456748494383e-19
1980-10-08,-3.1734365440411797e-19
1980-10-09,-2.3528599347036227e-19
1980-10-10,-2.4289212599794045e-19
1980-10-11,-2.6581694553635896e-19
1980-10-12,-3.458735273213781e-19
1980-10-13,0.013676487840712069
1980-10-14,0.011917977593839169
1980-10-15,0.0183515977114439
1980-10-16,0.01394700724631548
1980-10-17,0.015128090977668762
1980-10-18,0.017820762470364567
1980-10-19,0.017860813066363335
1980-10-20,0.020866623148322102
1980-10-21,0.017508694902062416
1980-10-22,0.0398504100739956
1980-10-23,0.020960792899131775
1980-10-24,0.03264213353395462
1980-10-25,0.035079274326562875
1980-10-26,0.0317850336432457
1980-10-27,0.02159885503351688
1980-10-28,0.022716220468282696
1980-10-29,0.03227777034044266
1980-10-30,0.045564182102680206
1980-10-31,0.04350633546710015
1980-11-01,0.035484958440065384
1980-11-02,0.035293128341436386
1980-11-03,0.027230395004153248
1980-11-04,0.039468709379434586
1980-11-05,0.04092920571565628
1980-11-06,0.05663784965872765
1980-11-07,0.04519912600517273
1980-11-08,0.052481498569250114
1980-11-09,0.0416075736284256
1980-11-10,0.058575559407472624
1980-11-11,0.04248272627592087
1980-11-12,0.04081201180815697
1980-11-13,0.03339764848351478
1980-11-14,0.03529215604066849
1980-11-15,0.024155780673027042
1980-11-16,0.028749795630574226
1980-11-17,0.0362275019288063
1980-11-18,0.047378294169902795
1980-11-19,0.03335459530353546
1980-11-20,0.033253982663154595
1980-11-21,0.04516882821917533
1980-11-22,0.041328415274620056
1980-11-23,0.0380263477563858
1980-11-24,0.031647633761167526
1980-11-25,0.03132029250264168
1980-11-26,0.033366259187459946
1980-11-27,0.03891919553279877
1980-11-28,0.03707806020975113
1980-11-29,0.036263372749090195
1980-11-30,0.025351984426379204
1980-12-01,0.0387994572520256
1980-12-02,0.02612725645303726
1980-12-03,0.029547533020377163
1980-12-04,0.0438467487692833
1980-12-05,0.027361642569303513
1980-12-06,0.03490761667490005
1980-12-07,0.02136162295937538
1980-12-08,0.019009722396731377
1980-12-09,0.024010328575968742
1980-12-10,0.03899347037076951
1980-12-11,0.04494048282504082
1980-12-12,0.041660774499177926
1980-12-13,0.03686156868934631
1980-12-14,0.060733083635568626
1980-12-15,0.07384074479341506
1980-12-16,0.06540444493293761
1980-12-17,0.08325331658124922
1980-12-18,0.054967086762189865
1980-12-19,0.030239796265959736
1980-12-20,0.03765751048922538
1980-12-21,0.0752575621008873
1980-12-22,0.07502584159374236
1980-12-23,0.09391342848539352
1980-12-24,0.08929309248924254
1980-12-25,0.11309257894754407
1980-12-26,0.09437128156423567
1980-12-27,0.12286071479320528
1980-12-28,0.11886819452047348
1980-12-29,0.1135905683040619
1980-12-30,0.13381734490394592
1980-12-31,0.13209456205368042
1981-01-01,0.11363901197910307
1981-01-02,0.11944402009248732
1981-01-03,0.08973468095064163
1981-01-04,0.10677619278430937
1981-01-05,0.0937688425183296
1981-01-06,0.12770354747772214
1981-01-07,0.11308104544878005
1981-01-08,0.09636024385690688
1981-01-09,0.12606848776340482
1981-01-10,0.11100271344184877
1981-01-11,0.0856185108423233
1981-01-12,0.08637592196464537
1981-01-13,0.08080206066370009
1981-01-14,0.08333169668912886
1981-01-15,0.07694120705127716
1981-01-16,0.07399551570415498
1981-01-17,0.075581818819046
1981-01-18,0.09910020977258682
1981-01-19,0.0964503139257431
1981-01-20,0.09785882383584975
1981-01-21,0.10173017531633376
1981-01-22,0.10424746572971345
1981-01-23,0.15164737403392792
1981-01-24,0.16892972588539124
1981-01-25,0.13121499121189117
1981-01-26,0.08514752238988876
1981-01-27,0.0954817160964012
1981-01-28,0.1159887462854385
1981-01-29,0.12268055975437163
1981-01-30,0.12181872874498367
1981-01-31,0.12977884709835055
1981-02-01,0.09566102921962738
1981-02-02,0.0963233783841133
1981-02-03,0.08951466530561446
1981-02-04,0.09199140220880508
1981-02-05,0.09364556521177292
1981-02-06,0.08841244876384735
1981-02-07,0.08908692747354507
1981-02-08,0.08546081185340883
1981-02-09,0.04604911431670189
1981-02-10,0.020535400137305253
1981-02-11,0.05057947710156441
1981-02-12,0.14590147137641907
1981-02-13,0.1708737313747406
1981-02-14,0.2524594068527222
1981-02-15,0.18397100269794464
1981-02-16,0.18150936067104334
1981-02-17,0.16583852469921112
1981-02-18,0.1740942746400833
1981-02-19,0.1793781816959381
1981-02-20,0.17179612815380094
1981-02-21,0.1562739312648773
1981-02-22,0.1607854962348938
1981-02-23,0.19260424375534055
1981-02-24,0.2285285592079162
1981-02-25,0.16215118765830994
1981-02-26,0.21728068590164185
1981-02-27,0.17073853313922882
1981-02-28,0.16669698059558868
1981-03-01,0.16029515862464902
1981-03-02,0.1574730575084686
1981-03-03,0.19068516790866846
1981-03-04,0.277475118637085
1981-03-05,0.2501274645328522
1981-03-06,0.16284528374671936
1981-03-07,0.24086891114711764
1981-03-08,0.1772225648164749
1981-03-09,0.19529426097869876
1981-03-10,0.22317366302013403
1981-03-11,0.23846440017223364
1981-03-12,0.2861984074115753
1981-03-13,0.2791547179222107
1981-03-14,0.24189795553684235
1981-03-15,0.24116027355194086
1981-03-16,0.2085440307855606
1981-03-17,0.23471802473068246
1981-03-18,0.1847223192453384
1981-03-19,0.18306687474250796
1981-03-20,0.22572487592697146
1981-03-21,0.20921860635280606
1981-03-22,0.1998925358057022
1981-03-23,0.2428949475288391
1981-03-24,0.23111805319786075
1981-03-25,0.20264695584774015
1981-03-26,0.3055243790149689
1981-03-27,0.2468489855527878
1981-03-28,0.26302528381347656
1981-03-29,0.27960917353630066
1981-03-30,0.2487426996231079
1981-03-31,0.27885159850120544
1981-04-01,0.2353155463933945
1981-04-02,0.23298364877700806
1981-04-03,0.2364621013402939
1981-04-04,0.2972782254219056
1981-04-05,0.2566325664520264
1981-04-06,0.3469819128513337
1981-04-07,0.20141686499118802
1981-04-08,0.18709479272365567
1981-04-09,0.2227541655302048
1981-04-10,0.23582834005355835
1981-04-11,0.2431371957063675
1981-04-12,0.2615528404712677
1981-04-13,0.22404217720031738
1981-04-14,0.42287430167198176
1981-04-15,0.5873792171478271
1981-04-16,0.5881220102310181
1981-04-17,0.4379098117351532
1981-04-18,0.5692012310028076
1981-04-19,0.5593081712722778
1981-04-20,0.4840664565563201
1981-04-21,0.6374853849411011
1981-04-22,0.5397214293479919
1981-04-23,0.825946867465973
1981-04-24,0.8849055171012878
1981-04-25,0.6550308465957642
1981-04-26,0.5996739268302917
1981-04-27,0.5627821087837219
1981-04-28,0.7687534689903259
1981-04-29,0.713921070098877
1981-04-30,1.0990405082702637
1981-05-01,1.1952849626541135
1981-05-02,1.1613937616348264
1981-05-03,0.579464316368103
1981-05-04,0.5591233372688293
1981-05-05,0.6667720675468444
1981-05-06,0.7336780428886412
1981-05-07,0.5495522618293761
1981-05-08,0.6053090691566467
1981-05-09,0.7308367490768433
1981-05-10,0.8380680680274963
1981-05-11,0.989929258823395
1981-05-12,0.7805007100105285
1981-05-13,0.7029762864112855
1981-05-14,1.0184212923049927
1981-05-15,1.0617432594299316
1981-05-16,1.077554702758789
1981-05-17,1.1962299346923828
1981-05-18,1.4565597772598267
1981-05-19,1.4929299354553223
1981-05-20,1.3587119579315183
1981-05-21,1.361281394958496
1981-05-22,1.7887823581695554
1981-05-23,2.303329467773437
1981-05-24,2.4389755725860596
1981-05-25,2.110615491867065
1981-05-26,1.62687885761261
1981-05-27,1.4762010574340818
1981-05-28,1.5015305280685425
1981-05-29,1.7476489543914793
1981-05-30,1.8499972820281985
1981-05-31,1.9029874801635744
1981-06-01,1.5831819772720337
1981-06-02,1.6559541225433345
1981-06-03,1.9947093725204468
1981-06-04,1.4166780710220337
1981-06-05,1.6143969297409053
1981-06-06,1.6507692337036133
1981-06-07,1.5248602628707886
1981-06-08,1.2899330854415891
1981-06-09,1.1441228389739992
1981-06-10,1.221604824066162
1981-06-11,1.33256995677948
1981-06-12,1.4431432485580444
1981-06-13,1.2379906177520752
1981-06-14,1.5443731546401975
1981-06-15,1.4022294282913208
1981-06-16,1.2298396825790403
1981-06-17,1.3821728229522705
1981-06-18,1.2895889282226562
1981-06-19,1.8697158098220823
1981-06-20,1.4235041141510008
1981-06-21,1.3697538375854492
1981-06-22,1.727749943733215
1981-06-23,1.309997320175171
1981-06-24,1.4064816236495972
1981-06-25,1.924192786216736
1981-06-26,2.22223162651062
1981-06-27,1.9792859554290767
1981-06-28,1.6327234506607056
1981-06-29,1.845353841781616
1981-06-30,1.782249331474304
1981-07-01,2.711151361465454
1981-07-02,1.7291240692138672
1981-07-03,2.1699976921081543
1981-07-04,1.9994566440582275
1981-07-05,2.7193591594696045
1981-07-06,2.6211457252502437
1981-07-07,2.0813977718353276
1981-07-08,1.5186777114868162
1981-07-09,1.754464864730835
1981-07-10,2.1246590614318848
1981-07-11,2.202314138412475
1981-07-12,2.065365791320801
1981-07-13,2.195845127105713
1981-07-14,1.4787167310714722
1981-07-15,1.7111753225326538
1981-07-16,1.8272532224655151
1981-07-17,2.1862905025482178
1981-07-18,2.0658774375915523
1981-07-19,1.6633557081222534
1981-07-20,1.593428134918213
1981-07-21,1.694844365119934
1981-07-22,1.5200088024139404
1981-07-23,1.5335499048233032
1981-07-24,1.6546962261199951
1981-07-25,1.88574743270874
1981-07-26,1.4224129915237425
1981-07-27,1.8225306272506716
1981-07-28,2.1007354259490967
1981-07-29,1.8244583606719968
1981-07-30,1.63019061088562
1981-07-31,1.4935197830200193
1981-08-01,1.5890216827392578
1981-08-02,1.679066181182861
1981-08-03,1.5371617078781128
1981-08-04,1.7721083164215088
1981-08-05,1.4504847526550293
1981-08-06,1.7143741846084597
1981-08-07,1.8435748815536497
1981-08-08,1.7319895029067993
1981-08-09,1.5312994718551634
1981-08-10,1.8528023958206177
1981-08-11,2.0618343353271484
1981-08-12,2.173452377319336
1981-08-13,2.2610480785369877
1981-08-14,2.0389564037323002
1981-08-15,1.8375685214996336
1981-08-16,1.8431413173675537
1981-08-17,1.750779390335083
1981-08-18,1.941070795059204
1981-08-19,1.7337216138839717
1981-08-20,1.563961744308472
1981-08-21,1.59825599193573
1981-08-22,1.4560750722885132
1981-08-23,1.6760330200195312
1981-08-24,1.7668949365615845
1981-08-25,1.8366758823394769
1981-08-26,2.0788016319274902
1981-08-27,2.162166357040405
1981-08-28,1.766890525817871
1981-08-29,1.6742138862609863
1981-08-30,1.9063086509704588
1981-08-31,1.0098713636398315
1981-09-01,1.2860239744186397
1981-09-02,1.0266375541687012
1981-09-03,0.9654475450515746
1981-09-04,1.0630431175231934
1981-09-05,1.169349670410156
1981-09-06,1.263622760772705
1981-09-07,1.4294224977493286
1981-09-08,1.5627865791320803
1981-09-09,1.4511005878448486
1981-09-10,1.4672470092773438
1981-09-11,1.2712265253067017
1981-09-12,1.3664655685424805
1981-09-13,1.2992634773254395
1981-09-14,1.3229146003723145
1981-09-15,1.3340801000595093
1981-09-16,1.3879743814468382
1981-09-17,1.4332191944122314
1981-09-18,1.5082454681396482
1981-09-19,1.5034319162368774
1981-09-20,0.6977396011352539
1981-09-21,0.6947056055068969
1981-09-22,0.6543727517127991
1981-09-23,0.5267679691314697
1981-09-24,0.6512181758880616
1981-09-25,0.8299670219421386
1981-09-26,0.5845975279808046
1981-09-27,0.6318337917327881
1981-09-28,0.7944044470787048
1981-09-29,0.6832563281059265
1981-09-30,0.6668553948402405
1981-10-01,0.6896827816963196
1981-10-02,0.7277184128761292
1981-10-03,0.6240420937538147
1981-10-04,0.4988987147808074
1981-10-05,0.5722238421440125
1981-10-06,0.7860136032104493
1981-10-07,0.5616424083709716
1981-10-08,0.7071621417999268
1981-10-09,0.6524862051010132
1981-10-10,0.444504588842392
1981-10-11,0.5485832691192626
1981-10-12,0.4158624708652496
1981-10-13,0.4381406009197235
1981-10-14,0.5637506246566772
1981-10-15,0.6539947986602783
1981-10-16,0.6667564511299133
