date,s0
1980-10-01,0.0
1980-10-02,0.0
1980-10-03,0.0
1980-10-04,0.0
1980-10-05,0.0
1980-10-06,0.0
1980-10-07,0.0
1980-10-08,0.0
1980-10-09,0.0
1980-10-10,0.0
1980-10-11,0.0
1980-10-12,0.0
1980-10-13,0.0
1980-10-14,6.044291239959421e-06
1980-10-15,1.2616592645645137
1980-10-16,1.2616592645645137
1980-10-17,1.2616592645645137
1980-10-18,5.245208740234375e-06
1980-10-19,2.6225357032672045e-06
1980-10-20,1.3112506849211056e-06
1980-10-21,6.556210223607195e-07
1980-10-22,3.278094595771108e-07
1980-10-23,1.639044597823158e-07
1980-10-24,8.195215883688434e-08
1980-10-25,4.097606520758745e-08
1980-10-26,1.4258122291721522e-06
1980-10-27,0.00015128262748476112
1980-10-28,7.558413926744832e-05
1980-10-29,3.7777786928927526e-05
1980-10-30,1.8885324607254003e-05
1980-10-31,9.441770998819264e-06
1980-11-01,4.7206626732076975e-06
1980-11-02,2.3602756300533656e-06
1980-11-03,1.180123831545643e-06
1980-11-04,5.900584483242711e-07
1980-11-05,2.9502834308914316e-07
1980-11-06,1.4751395838175085e-07
1980-11-07,7.375692945288392e-08
1980-11-08,3.6878450515587247e-08
1980-11-09,1.843922170507994e-08
1980-11-10,9.219609964361551e-09
1980-11-11,4.6098196371247005e-09
1980-11-12,4.6098196371247005e-09
1980-11-13,4.6098196371247005e-09
1980-11-14,4.6098196371247005e-09
1980-11-15,4.6098196371247005e-09
1980-11-16,4.6098196371247005e-09
1980-11-17,0.014468662440776828
1980-11-18,0.007382003124803303
1980-11-19,0.004654387943446637
1980-11-20,0.0022733518853783607
1980-11-21,0.001610583160072565
1980-11-22,0.03476174175739289
1980-11-23,0.034980949014425285
1980-11-24,0.034980949014425285
1980-11-25,0.034980949014425285
1980-11-26,0.01448841579258442
1980-11-27,0.006720338948071003
1980-11-28,0.0032473048195242877
1980-11-29,0.0015972922556102276
1980-11-30,0.0008301383932121098
1980-12-01,0.07289219647645952
1980-12-02,0.07358592748641966
1980-12-03,0.07572659105062482
1980-12-04,27.021457672119137
1980-12-05,35.09145736694336
1980-12-06,35.09145736694336
1980-12-07,35.09145736694336
1980-12-08,35.09145736694336
1980-12-09,35.09145736694336
1980-12-10,35.09145736694336
1980-12-11,35.09145736694336
1980-12-12,33.90964889526367
1980-12-13,31.996301651000973
1980-12-14,28.574613571166992
1980-12-15,19.661947250366207
1980-12-16,9.278484344482418
1980-12-17,0.0
1980-12-18,0.0
1980-12-19,0.0
1980-12-20,0.0
1980-12-21,0.0
1980-12-22,0.024570250883698463
1980-12-23,0.014744427986443044
1980-12-24,0.031146582216024395
1980-12-25,0.013167435303330418
1980-12-26,0.0061508892104029655
1980-12-27,0.0029808906838297844
1980-12-28,0.0014682328328490255
1980-12-29,0.0007287272601388392
1980-12-30,0.0003630360297393054
1980-12-31,0.000181188530405052
1981-01-01,0.00012563455675262958
1981-01-02,0.0017428629798814652
1981-01-03,0.0008646318456158043
1981-01-04,0.0004315658879932016
1981-01-05,0.0005051098996773361
1981-01-06,0.00036224036011844873
1981-01-07,0.0002489334437996149
1981-01-08,0.00012604976654984057
1981-01-09,0.034275706857442856
1981-01-10,0.022718437016010288
1981-01-11,0.03032956086099148
1981-01-12,0.038499049842357635
1981-01-13,0.0219392254948616
1981-01-14,0.011210723780095577
1981-01-15,0.005298019386827946
1981-01-16,0.002618690952658653
1981-01-17,0.0026200939901173115
1981-01-18,0.0012952978722751138
1981-01-19,0.0006434546667151152
1981-01-20,0.0003207429545000196
1981-01-21,0.00016011428670026362
1981-01-22,7.999304943950847e-05
1981-01-23,5.0287464546272524e-05
1981-01-24,0.0200502872467041
1981-01-25,0.0200502872467041
1981-01-26,35.090049743652344
1981-01-27,35.798347473144524
1981-01-28,74.81831359863281
1981-01-29,94.79830932617188
1981-01-30,104.52830505371091
1981-01-31,111.49830627441406
1981-02-01,111.49830627441406
1981-02-02,111.49830627441406
1981-02-03,111.49830627441406
1981-02-04,111.49830627441406
1981-02-05,111.49830627441406
1981-02-06,111.49830627441406
1981-02-07,111.49830627441406
1981-02-08,112.79444122314452
1981-02-09,112.79615783691406
1981-02-10,112.79615783691406
1981-02-11,112.79615783691406
1981-02-12,112.79615783691406
1981-02-13,112.86091613769534
1981-02-14,109.12055206298828
1981-02-15,107.92613220214845
1981-02-16,105.23988342285156
1981-02-17,102.61492919921875
1981-02-18,98.61717987060548
1981-02-19,91.54300689697264
1981-02-20,91.54300689697264
1981-02-21,91.54300689697264
1981-02-22,91.59819793701172
1981-02-23,88.33584594726561
1981-02-24,91.29229736328125
1981-02-25,100.86229705810547
1981-02-26,100.86229705810547
1981-02-27,100.86229705810547
