date,flow(mm)
1980-10-01,1.3673541052101177
1980-10-02,1.1942713070822544
1980-10-03,1.107729908018323
1980-10-04,1.0384967887671777
1980-10-05,0.9865719493288188
1980-10-06,0.93464710989046
1980-10-07,0.9173388300776736
1980-10-08,0.882722270452101
1980-10-09,0.8654139906393148
1980-10-10,0.8481057108265287
1980-10-11,0.8134891512009559
1980-10-12,0.9692636695160324
1980-10-13,1.7308279812786296
1980-10-14,1.2635044263333994
1980-10-15,1.0384967887671777
1980-10-16,0.9692636695160324
1980-10-17,0.93464710989046
1980-10-18,0.9173388300776736
1980-10-19,0.882722270452101
1980-10-20,0.8654139906393148
1980-10-21,0.8481057108265287
1980-10-22,0.8134891512009559
1980-10-23,0.7961808713881695
1980-10-24,0.7961808713881695
1980-10-25,1.0384967887671777
1980-10-26,1.4712037840868353
1980-10-27,1.4365872244612623
1980-10-28,1.125038187831109
1980-10-29,1.0211885089543915
1980-10-30,0.9692636695160324
1980-10-31,0.9173388300776736
1980-11-01,1.6962114216530575
1980-11-02,2.250076375662218
1980-11-03,2.7693247700458072
1980-11-04,2.5962419719179444
1980-11-05,2.0769935775343558
1980-11-06,8.827222704521011
1980-11-07,24.75084013228441
1980-11-08,27.173999306074485
1980-11-09,24.57775733415654
1980-11-10,12.80812706146186
1980-11-11,7.615643117625971
1980-11-12,5.365566741963751
1980-11-13,4.500152751324436
1980-11-14,4.153987155068711
1980-11-15,4.327069953196573
1980-11-16,3.6347387606851225
1980-11-17,3.461655962557259
1980-11-18,4.153987155068711
1980-11-19,4.327069953196573
1980-11-20,4.327069953196573
1980-11-21,11.769630272694682
1980-11-22,12.80812706146186
1980-11-23,7.788725915753834
1980-11-24,5.884815136347341
1980-11-25,5.019401145708026
1980-11-26,4.500152751324436
1980-11-27,6.230980732603066
1980-11-28,6.577146328858793
1980-11-29,14.885120638996217
1980-11-30,10.904216282055367
1980-12-01,7.269477521370245
1980-12-02,31.84723485552679
1980-12-03,41.71295434881497
1980-12-04,20.077604582832105
1980-12-05,11.077299080183227
1980-12-06,7.788725915753834
1980-12-07,6.057897934475204
1980-12-08,5.019401145708026
1980-12-09,4.500152751324436
1980-12-10,4.500152751324436
1980-12-11,4.327069953196573
1980-12-12,4.153987155068711
1980-12-13,4.327069953196573
1980-12-14,4.153987155068711
1980-12-15,4.500152751324436
1980-12-16,5.019401145708026
1980-12-17,4.6732355494523
1980-12-18,3.9809043569408487
1980-12-19,3.461655962557259
1980-12-20,5.365566741963751
1980-12-21,9.519553897032464
1980-12-22,37.55896719374626
1980-12-23,22.500763756622185
1980-12-24,27.34708210420235
1980-12-25,70.0985332417845
1980-12-26,40.32829196379207
1980-12-27,25.962419719179444
1980-12-28,15.23128623525194
1980-12-29,11.077299080183227
1980-12-30,11.942713070822546
1980-12-31,9.173388300776736
1981-01-01,7.096394723242383
1981-01-02,5.884815136347341
1981-01-03,5.019401145708026
1981-01-04,4.327069953196573
1981-01-05,3.807821558812985
1981-01-06,3.6347387606851225
1981-01-07,3.2885731644293963
1981-01-08,2.9424075681736706
1981-01-09,2.7693247700458072
1981-01-10,2.5962419719179444
1981-01-11,2.423159173790081
1981-01-12,2.0769935775343558
1981-01-13,2.0769935775343558
1981-01-14,1.903910779406493
1981-01-15,1.7308279812786296
1981-01-16,1.6269783024019118
1981-01-17,1.5750534629635529
1981-01-18,1.678903141840271
1981-01-19,1.5231286235251942
