date,flow(mm)
1980-10-01,0.1243463237362519
1980-10-02,0.1616502208571274
1980-10-03,0.1554329046703148
1980-10-04,0.1429982722966897
1980-10-05,0.1305636399230645
1980-10-06,0.1305636399230645
1980-10-07,0.1367809561098771
1980-10-08,0.1429982722966897
1980-10-09,0.1367809561098771
1980-10-10,0.1367809561098771
1980-10-11,0.1367809561098771
1980-10-12,0.1367809561098771
1980-10-13,0.1305636399230645
1980-10-14,0.1305636399230645
1980-10-15,0.1305636399230645
1980-10-16,0.1429982722966897
1980-10-17,0.1616502208571274
1980-10-18,0.4041255521428187
1980-10-19,0.4352121330768816
1980-10-20,0.2486926474725038
1980-10-21,0.1865194856043778
1980-10-22,0.16786753704394
1980-10-23,0.1554329046703148
1980-10-24,0.1492155884835022
1980-10-25,0.1429982722966897
1980-10-26,0.1429982722966897
1980-10-27,0.1740848532307526
1980-10-28,0.3108658093406297
1980-10-29,0.2362580150988786
1980-10-30,0.2113887503516282
1980-10-31,0.2051714341648156
1980-11-01,0.198954117978003
1980-11-02,0.198954117978003
1980-11-03,0.1927368017911904
1980-11-04,0.1927368017911904
1980-11-05,0.1803021694175652
1980-11-06,0.1492155884835022
1980-11-07,0.1305636399230645
1980-11-08,0.1305636399230645
1980-11-09,0.1243463237362519
1980-11-10,0.1243463237362519
1980-11-11,0.1305636399230645
1980-11-12,0.1492155884835022
1980-11-13,0.1554329046703148
1980-11-14,0.1554329046703148
1980-11-15,0.1554329046703148
1980-11-16,0.2238233827252534
1980-11-17,0.3170831255274423
1980-11-18,0.2486926474725038
1980-11-19,0.198954117978003
1980-11-20,0.1616502208571274
1980-11-21,0.1554329046703148
1980-11-22,0.16786753704394
1980-11-23,0.2238233827252534
1980-11-24,0.230040698912066
1980-11-25,0.2549099636593164
1980-11-26,0.3357350740878801
1980-11-27,0.2797792284065668
1980-11-28,0.2735619122197542
1980-11-29,0.2238233827252534
1980-11-30,0.2113887503516282
1980-12-01,0.1927368017911904
1980-12-02,0.1927368017911904
1980-12-03,0.1927368017911904
1980-12-04,0.1927368017911904
1980-12-05,0.1865194856043778
1980-12-06,0.1865194856043778
1980-12-07,0.1927368017911904
1980-12-08,0.2362580150988786
1980-12-09,0.4289948168900691
1980-12-10,0.3730389712087557
1980-12-11,0.3108658093406297
1980-12-12,0.3108658093406297
1980-12-13,0.2549099636593164
1980-12-14,0.2238233827252534
1980-12-15,0.2113887503516282
1980-12-16,0.2051714341648156
1980-12-17,0.198954117978003
1980-12-18,0.1927368017911904
1980-12-19,0.1927368017911904
1980-12-20,0.1865194856043778
1980-12-21,0.1803021694175652
1980-12-22,0.1865194856043778
1980-12-23,0.1927368017911904
1980-12-24,0.1865194856043778
1980-12-25,0.1803021694175652
1980-12-26,0.1803021694175652
1980-12-27,0.1740848532307526
1980-12-28,0.1740848532307526
1980-12-29,0.1740848532307526
1980-12-30,0.1803021694175652
1980-12-31,0.1803021694175652
1981-01-01,0.1740848532307526
1981-01-02,0.1740848532307526
1981-01-03,0.16786753704394
1981-01-04,0.1740848532307526
1981-01-05,0.1865194856043778
1981-01-06,0.2051714341648156
1981-01-07,0.2797792284065668
1981-01-08,0.2362580150988786
1981-01-09,0.2176060665384408
1981-01-10,0.198954117978003
1981-01-11,0.1865194856043778
1981-01-12,0.1865194856043778
1981-01-13,0.1803021694175652
1981-01-14,0.1803021694175652
1981-01-15,0.1803021694175652
1981-01-16,0.1803021694175652
1981-01-17,0.1740848532307526
1981-01-18,0.1740848532307526
1981-01-19,0.3046484931538171
1981-01-20,0.4289948168900691
1981-01-21,0.4725160301977573
1981-01-22,0.4725160301977573
1981-01-23,0.3854736035823809
1981-01-24,0.292213860780192
1981-01-25,0.2549099636593164
1981-01-26,0.2362580150988786
1981-01-27,0.2238233827252534
1981-01-28,0.2176060665384408
1981-01-29,0.2051714341648156
1981-01-30,0.2051714341648156
1981-01-31,0.198954117978003
1981-02-01,0.3419523902746927
1981-02-02,0.2238233827252534
1981-02-03,0.2424753312856912
1981-02-04,0.2424753312856912
1981-02-05,0.3170831255274423
1981-02-06,0.4352121330768816
1981-02-07,0.553341140626321
1981-02-08,0.4352121330768816
1981-02-09,0.3668216550219431
1981-02-10,0.3606043388351305
1981-02-11,0.292213860780192
1981-02-12,0.2859965445933794
1981-02-13,0.261127279846129
1981-02-14,0.2424753312856912
1981-02-15,0.2362580150988786
1981-02-16,0.230040698912066
1981-02-17,0.2549099636593164
1981-02-18,0.2486926474725038
1981-02-19,0.2051714341648156
1981-02-20,0.2113887503516282
1981-02-21,0.230040698912066
1981-02-22,0.2362580150988786
1981-02-23,0.2424753312856912
1981-02-24,0.2549099636593164
1981-02-25,0.2424753312856912
1981-02-26,0.2424753312856912
1981-02-27,0.2362580150988786
1981-02-28,0.230040698912066
1981-03-01,0.2238233827252534
1981-03-02,0.2176060665384408
1981-03-03,0.2176060665384408
1981-03-04,0.7958164719120121
1981-03-05,1.1004649650658294
1981-03-06,0.7585125747911368
1981-03-07,0.5284718758790706
1981-03-08,0.397908235956006
1981-03-09,0.3916909197691935
1981-03-10,0.3357350740878801
