date,flow(mm)
1980-10-01,0.4218893126765689
1980-10-02,0.4050137401695062
1980-10-03,0.3797003814089121
1980-10-04,0.3712625951553807
1980-10-05,0.3543870226483179
1980-10-06,0.3459492363947866
1980-10-07,0.3375114501412551
1980-10-08,0.3375114501412551
1980-10-09,0.3375114501412551
1980-10-10,0.3206358776341924
1980-10-11,0.3206358776341924
1980-10-12,0.3628248089018493
1980-10-13,0.6159583965077907
1980-10-14,0.776276335324887
1980-10-15,0.5737694652401338
1980-10-16,0.5062671752118828
1980-10-17,0.4725160301977572
1980-10-18,0.4218893126765689
1980-10-19,0.4303270989301003
1980-10-20,0.4134515264230375
1980-10-21,0.3881381676624435
1980-10-22,0.3797003814089121
1980-10-23,0.3628248089018493
1980-10-24,0.3628248089018493
1980-10-25,0.48939160270482
1980-10-26,0.6159583965077907
1980-10-27,1.1475389304802677
1980-10-28,0.9703454191561086
1980-10-29,0.776276335324887
1980-10-30,0.6581473277754476
1980-10-31,0.5822072514936653
1980-11-01,0.6243961827613221
1980-11-02,0.776276335324887
1980-11-03,0.776276335324887
1980-11-04,0.776276335324887
1980-11-05,0.7087740452966359
1980-11-06,5.484561064795397
1980-11-07,20.41944273354594
1980-11-08,21.17884349636376
1980-11-09,14.428614493538658
1980-11-10,10.04096564170234
1980-11-11,6.007703812514343
1980-11-12,4.21889312676569
1980-11-13,3.2907366388772377
1980-11-14,2.978538547496577
1980-11-15,3.2907366388772377
1980-11-16,2.8772851124542003
1980-11-17,2.522898089805883
1980-11-18,2.2528889296928782
1980-11-19,2.058819845861657
1980-11-20,1.8985019070445603
1980-11-21,5.484561064795397
1980-11-22,13.92234731832678
1980-11-23,7.518067551896459
1980-11-24,5.847385873697246
1980-11-25,4.699846943216978
1980-11-26,3.9320083941456234
1980-11-27,4.303270989301003
1980-11-28,7.58556984192471
1980-11-29,9.53469846649046
1980-11-30,9.703454191561086
1980-12-01,6.969611445416919
1980-12-02,37.80128241582058
1980-12-03,54.92998851048929
1980-12-04,26.57902669862385
1980-12-05,15.188015256356485
1980-12-06,10.547232816914224
1980-12-07,7.653072131952961
1980-12-08,6.058330530035531
1980-12-09,5.130174042147079
1980-12-10,4.607031294428133
1980-12-11,4.303270989301003
1980-12-12,4.21889312676569
1980-12-13,4.303270989301003
1980-12-14,4.176704195498033
1980-12-15,5.079547324625891
1980-12-16,6.9105469416422
1980-12-17,6.446468697697974
1980-12-18,5.38330762975302
1980-12-19,4.514215645639288
1980-12-20,5.130174042147079
1980-12-21,9.028431291278576
1980-12-22,35.4387022648318
1980-12-23,24.722713722846944
1980-12-24,34.426167914408026
1980-12-25,107.15988541984854
1980-12-26,59.739526675002175
1980-12-27,27.76031677411824
1980-12-28,18.141240445092468
1980-12-29,13.247324418044268
1980-12-30,13.078568692973638
1980-12-31,10.20972136677297
1981-01-01,8.167777093418376
1981-01-02,6.674288926543321
1981-01-03,5.585814499837773
1981-01-04,4.843289309527012
1981-01-05,4.21889312676569
1981-01-06,3.7379393103144016
1981-01-07,3.358238928905489
1981-01-08,3.079791982538953
1981-01-09,2.8772851124542003
1981-01-10,2.5819625935806023
1981-01-11,2.371017937242318
1981-01-12,2.1938244259181587
1981-01-13,2.025068700847531
1981-01-14,1.8985019070445603
1981-01-15,1.7972484720021835
1981-01-16,1.670681678199213
1981-01-17,1.594741601917431
1981-01-18,1.5272393118891798
1981-01-19,1.4344236631003344
1981-01-20,1.3500458005650209
1981-01-21,1.5272393118891798
1981-01-22,1.6453683194386188
1981-01-23,1.594741601917431
1981-01-24,2.1938244259181587
1981-01-25,2.311953433467598
1981-01-26,4.3876488518363175
1981-01-27,6.007703812514343
1981-01-28,5.957077094993154
1981-01-29,4.8939160270482
1981-01-30,4.09232633296272
1981-01-31,3.5438702264831794
1981-02-01,3.1472942725672044
1981-02-02,2.8097828224259493
1981-02-03,2.5819625935806023
1981-02-04,2.371017937242318
1981-02-05,2.396331296002912
1981-02-06,2.1685110671575645
1981-02-07,2.025068700847531
1981-02-08,1.8985019070445603
1981-02-09,1.847875189523372
1981-02-10,1.8225618307627776
1981-02-11,1.8985019070445603
1981-02-12,3.113543127553079
1981-02-13,5.231427477189455
1981-02-14,14.766125943679912
1981-02-15,14.344236631003346
1981-02-16,51.13298469640016
1981-02-17,24.21644654763505
1981-02-18,40.92326332962719
1981-02-19,40.754507604556565
1981-02-20,21.85386639664627
1981-02-21,14.344236631003346
1981-02-22,10.715988541984856
1981-02-23,8.370283963503129
1981-02-24,7.3999385443470205
1981-02-25,6.227086255106158
1981-02-26,5.433934347274208
1981-02-27,4.8939160270482
1981-02-28,4.303270989301003
1981-03-01,3.813879386596184
1981-03-02,3.4004278601731457
1981-03-03,3.1472942725672044
1981-03-04,3.358238928905489
1981-03-05,3.0122896925107026
1981-03-06,2.776031677411824
1981-03-07,2.5819625935806023
1981-03-08,2.463833586031163
1981-03-09,2.2782022884534725
1981-03-10,2.0841332046222507
1981-03-11,1.9491286245657484
1981-03-12,1.847875189523372
1981-03-13,1.7213083957204014
