date,flow(mm)
1980-10-01,0.4132793267035777
1980-10-02,0.4229225109933278
1980-10-03,0.4146569244592564
1980-10-04,0.37195139403322
1980-10-05,0.3264906680958264
1980-10-06,0.3030715062492903
1980-10-07,0.2892955286925044
1980-10-08,0.2755195511357184
1980-10-09,0.2617435735789326
1980-10-10,0.2479675960221467
1980-10-11,0.2341916184653607
1980-10-12,0.2204156409085748
1980-10-13,0.2066396633517888
1980-10-14,0.1928636857950029
1980-10-15,0.1928636857950029
1980-10-16,0.1887308925279672
1980-10-17,0.1887308925279672
1980-10-18,0.1901084902836458
1980-10-19,0.2052620655961103
1980-10-20,0.2479675960221467
1980-10-21,0.2465899982664681
1980-10-22,0.2383244117323965
1980-10-23,0.2341916184653607
1980-10-24,0.2383244117323965
1980-10-25,0.2796523444027542
1980-10-26,0.2920507242038616
1980-10-27,0.2948059197152188
1980-10-28,0.6529813361916529
1980-10-29,0.9753392110204436
1980-10-30,1.148916528235946
1980-10-31,1.0869246292304096
1980-11-01,0.9009489322137996
1980-11-02,0.6819108890609034
1980-11-03,0.537263124714651
1980-11-04,0.4573624548852927
1980-11-05,0.4270553042603637
1980-11-06,0.3857273715900059
1980-11-07,0.3581754164764341
1980-11-08,0.3306234613628622
1980-11-09,0.3168474838060763
1980-11-10,0.3030715062492903
1980-11-11,0.2892955286925044
1980-11-12,0.2755195511357184
1980-11-13,0.2617435735789326
1980-11-14,0.2479675960221467
1980-11-15,0.2341916184653607
1980-11-16,0.2204156409085748
1980-11-17,0.2066396633517888
1980-11-18,0.1928636857950029
1980-11-19,0.179087708238217
1980-11-20,0.1653117306814311
1980-11-21,0.179087708238217
1980-11-22,0.2066396633517888
1980-11-23,0.2204156409085748
1980-11-24,0.2892955286925044
1980-11-25,0.4821592144875075
1980-11-26,0.5510391022714369
1980-11-27,0.6199189900553667
1980-11-28,0.6887988778392963
1980-11-29,0.7714547431800118
1980-11-30,0.6061430124985807
1980-12-01,0.537263124714651
1980-12-02,0.4821592144875075
1980-12-03,0.4408312818171496
1980-12-04,0.3995033491467918
1980-12-05,0.3581754164764341
1980-12-06,0.3306234613628622
1980-12-07,0.3030715062492903
1980-12-08,0.3168474838060763
1980-12-09,0.3581754164764341
1980-12-10,0.3995033491467918
1980-12-11,0.4821592144875075
1980-12-12,0.5510391022714369
1980-12-13,0.6336949676121526
1980-12-14,0.5234871471578653
1980-12-15,0.4959351920442934
1980-12-16,0.4683832369307215
1980-12-17,0.4408312818171496
1980-12-18,0.409146533436542
1980-12-19,0.4036361424138276
1980-12-20,0.3981257513911133
1980-12-21,0.3871049693456845
1980-12-22,0.3760841873002558
1980-12-23,0.3691961985218628
1980-12-24,0.3981257513911133
1980-12-25,0.4973127897999719
1980-12-26,0.5124663651124365
1980-12-27,0.4945575942886148
1980-12-28,0.4601176503966499
1980-12-29,0.4353208907944353
1980-12-30,0.4187897177262922
1980-12-31,0.4050137401695062
1981-01-01,0.395370555879756
1981-01-02,0.3857273715900059
1981-01-03,0.3774617850559344
1981-01-04,0.3705737962775414
1981-01-05,0.365063405254827
1981-01-06,0.3609306119877912
1981-01-07,0.5345079292032939
1981-01-08,0.632317369856474
1981-01-09,0.6047654147429021
1981-01-10,0.5510391022714369
1981-01-11,0.4890472032659003
1981-01-12,0.4366984885501138
1981-01-13,0.3995033491467918
1981-01-14,0.3912377626127203
1981-01-15,0.3898601648570416
1981-01-16,0.3926153603683989
1981-01-17,0.3898601648570416
1981-01-18,0.3760841873002558
1981-01-19,0.3678186007661842
1981-01-20,0.3926153603683989
1981-01-21,0.5482839067600799
1981-01-22,0.5606822865611872
1981-01-23,0.5400183202260083
1981-01-24,0.4945575942886148
1981-01-25,0.4504744661068998
1981-01-26,0.4229225109933278
1981-01-27,0.4105241311922206
1981-01-28,0.56757027533958
1981-01-29,0.6598693249700459
1981-01-30,0.5951222304531519
1981-01-31,0.5317527336919368
1981-02-01,0.4973127897999719
1981-02-02,0.7686995476686547
1981-02-03,0.9133473120149068
1981-02-04,0.8210482623844412
1981-02-05,0.699819659884725
1981-02-06,0.7094628441744751
1981-02-07,0.8224258601401198
1981-02-08,0.7962515027822266
1981-02-09,0.6970644643733678
1981-02-10,2.424572049994323
1981-02-11,11.916220586619826
1981-02-12,11.351405506791602
1981-02-13,6.970644643733679
1981-02-14,3.995033491467919
1981-02-15,2.5210038928918244
1981-02-16,1.9010849028364576
1981-02-17,1.653117306814311
1981-02-18,1.9424128355068155
1981-02-19,2.1215005437450327
1981-02-20,1.914860880393244
1981-02-21,1.7908770823821702
1981-02-22,1.653117306814311
1981-02-23,1.5153575312464518
1981-02-24,1.3775977556785926
1981-02-25,1.3224938454514488
1981-02-26,1.2536139576675192
1981-02-27,1.2122860249971614
1981-02-28,1.1847340698835895
1981-03-01,1.1434061372132318
1981-03-02,0.9918703840885869
1981-03-03,1.129630159656446
1981-03-04,1.5153575312464518
1981-03-05,1.7908770823821702
1981-03-06,1.92863685795003
1981-03-07,2.066396633517889
1981-03-08,1.92863685795003
1981-03-09,1.5153575312464518
1981-03-10,1.239837980110733
1981-03-11,0.936766473861443
1981-03-12,0.8816625636342993
1981-03-13,0.7714547431800118
1981-03-14,0.7990066982935837
1981-03-15,0.7714547431800118
1981-03-16,0.74390278806644
1981-03-17,0.8265586534071555
1981-03-18,0.9092145187478712
1981-03-19,0.9505424514182288
1981-03-20,1.0056463616453726
1981-03-21,1.3775977556785926
1981-03-22,1.7908770823821702
1981-03-23,2.066396633517889
1981-03-24,2.204156409085748
1981-03-25,2.479675960221466
1981-03-26,2.3419161846536074
1981-03-27,2.479675960221466
1981-03-28,2.617435735789326
1981-03-29,2.755195511357185
1981-03-30,2.3419161846536074
1981-03-31,2.479675960221466
1981-04-01,2.3419161846536074
1981-04-02,2.204156409085748
1981-04-03,2.3419161846536074
1981-04-04,2.479675960221466
1981-04-05,2.617435735789326
1981-04-06,2.755195511357185
1981-04-07,2.479675960221466
1981-04-08,2.066396633517889
1981-04-09,1.7908770823821702
1981-04-10,1.653117306814311
1981-04-11,1.3775977556785926
1981-04-12,1.102078204542874
1981-04-13,0.964318428975015
1981-04-14,0.8265586534071555
1981-04-15,0.74390278806644
1981-04-16,0.6612469227257244
1981-04-17,0.6199189900553667
1981-04-18,0.5510391022714369
1981-04-19,0.5234871471578653
1981-04-20,0.4821592144875075
1981-04-21,0.4546072593739355
1981-04-22,0.4311880975273994
1981-04-23,0.4270553042603637
1981-04-24,0.4298104997717209
1981-04-25,0.4298104997717209
1981-04-26,0.4380760863057925
1981-04-27,0.4339432930387567
1981-04-28,0.3884825671013631
1981-04-29,0.3443994389196481
1981-04-30,0.3237354725844693
1981-05-01,0.3443994389196481
1981-05-02,0.3857273715900059
1981-05-03,0.365063405254827
1981-05-04,0.3196026793174334
1981-05-05,0.2892955286925044
1981-05-06,0.3512874276980411
1981-05-07,0.564815079828223
1981-05-08,0.5165991583794722
1981-05-09,0.4614952481523285
1981-05-10,0.3926153603683989
1981-05-11,0.3306234613628622
1981-05-12,0.3003163107379332
1981-05-13,0.2741419533800399
1981-05-14,0.2534779870448611
1981-05-15,0.2383244117323965
1981-05-16,0.2245484341756106
1981-05-17,0.2093948588631461
1981-05-18,0.2011292723290745
1981-05-19,0.2149052498858604
1981-05-20,0.3237354725844693
1981-05-21,0.4435864773285068
1981-05-22,0.4821592144875075
1981-05-23,0.3926153603683989
1981-05-24,0.3072042995163261
1981-05-25,0.2617435735789326
1981-05-26,0.3306234613628622
